2025-09-27 13:49:16.184 | INFO     | main:chat_stream:190 - 收到聊天请求: 你好，...
2025-09-27 13:49:22.341 | ERROR    | main:generate_streaming_response:168 - 流式响应生成失败: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************ev0A. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}
2025-09-27 13:50:47.350 | INFO     | main:chat_stream:190 - 收到聊天请求: 你好...
2025-09-27 13:51:03.320 | INFO     | main:chat_stream:190 - 收到聊天请求: 我是木羽...
2025-09-27 13:53:38.895 | INFO     | main:chat_stream:169 - 收到聊天请求: 你好，请问在吗？...
2025-09-27 13:53:51.978 | INFO     | main:chat_stream:169 - 收到聊天请求: 请你详细的介绍下什么是机器学习？...
2025-09-27 14:03:00.162 | INFO     | main:chat_stream:169 - 收到聊天请求: 你好，在吗...
2025-09-27 14:03:19.144 | INFO     | main:chat_stream:169 - 收到聊天请求: 请你详细的介绍一下什么是机器学习...
2025-09-27 14:10:45.900 | INFO     | main:chat_stream:169 - 收到聊天请求: 你好...
2025-09-27 14:10:59.166 | INFO     | main:chat_stream:169 - 收到聊天请求: 请你详细的介绍一下什么是机器学习？...
2025-09-27 14:20:44.465 | INFO     | main:chat_stream:169 - 收到聊天请求: 你好...
2025-09-27 14:20:51.871 | INFO     | main:chat_stream:169 - 收到聊天请求: 什么是机器㱤...
2025-09-27 14:20:58.127 | INFO     | main:chat_stream:169 - 收到聊天请求: 什么是机器学习...
2025-09-27 14:29:33.022 | INFO     | main:chat_stream:251 - 收到聊天请求: 请分析这张图片的内容... (包含图片: True)
2025-09-27 14:50:57.763 | INFO     | main:chat_stream:285 - 收到聊天请求: 请分析这张图片的内容... (包含图片: True)
2025-09-27 14:50:57.763 | INFO     | main:create_multimodal_message:158 - 🔧 开始构建多模态消息...
2025-09-27 14:50:57.763 | INFO     | main:create_multimodal_message:159 - 📝 文本内容: 请分析这张图片的内容...
2025-09-27 14:50:57.763 | INFO     | main:create_multimodal_message:160 - 📦 内容块数量: 1
2025-09-27 14:50:57.763 | INFO     | main:create_multimodal_message:166 - ➕ 添加文本内容
2025-09-27 14:50:57.764 | INFO     | main:create_multimodal_message:174 - 🔍 处理内容块 1/1: image
2025-09-27 14:50:57.764 | INFO     | main:create_multimodal_message:185 - 🖼️ 添加图片块，数据长度: 257790
2025-09-27 14:50:57.765 | INFO     | main:create_multimodal_message:195 - ✅ 消息构建完成，内容块数量: 2
2025-09-27 14:50:57.765 | INFO     | main:create_multimodal_message:203 - 🎭 返回多模态消息
2025-09-27 14:50:57.772 | INFO     | main:generate_streaming_response:212 - 🚀 开始生成流式响应，模型: gpt-4o
2025-09-27 14:50:57.773 | INFO     | main:generate_streaming_response:213 - 📨 消息数量: 2
2025-09-27 14:50:57.774 | INFO     | main:generate_streaming_response:219 - 📄 消息1: SystemMessage - 纯文本，长度: 152
2025-09-27 14:50:57.775 | INFO     | main:generate_streaming_response:221 - 🎭 消息2: HumanMessage - 多模态，块数: 2
2025-09-27 14:50:57.775 | INFO     | main:generate_streaming_response:224 -    块1: text
2025-09-27 14:50:57.775 | INFO     | main:generate_streaming_response:224 -    块2: image_url
